Symbol,Name,거래소(시장),FnGuide Sector,FnGuide Industry Group,FnGuide Industry,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),신용등급 (채권),신용등급 (CP),최대주주등 주주명-상장협(분기)
A049830,승일,코스닥,소재,소재,용기 및 포장,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,,현창수외 15인
A021880,메이슨캐피탈,코스닥,금융,기타금융,소비자 금융,금융 및 보험업,금융업,기타 금융업,,,씨엑스씨(주)
A008250,이건산업,유가증권시장,소재,소재,종이 및 목재,제조업,목재 및 나무제품 제조업; 가구 제외,나무제품 제조업,,,(주)이건창호외 6인
A006980,우성,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,"곡물가공품, 전분 및 전분제품 제조업",,,정보연외 16인
A026040,제이에스티나,코스닥,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,기타 제품 제조업,귀금속 및 장신용품 제조업,,,김기문외 1인
A090080,평화산업,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,평화홀딩스(주)외 2인
A089150,케이씨티,코스닥,IT,하드웨어,컴퓨터 및 주변기기,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,한국컴퓨터지주(주)
A021050,서원,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,금속 주조업,,,조시영외 2인
A096610,알에프세미,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,이진효외 2인
A109820,진매트릭스,코스닥,의료,제약 및 바이오,바이오,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,,,유왕돈외 6인
A060900,에이전트AI,코스닥,산업재,자본재,건설,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업",전기업,,,글로벌통상주식회사외 3인
A122690,서진오토모티브,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,배석두외 2인
A025750,한솔홈데코,유가증권시장,소재,소재,종이 및 목재,제조업,목재 및 나무제품 제조업; 가구 제외,제재 및 목재 가공업,BBB,A3,한솔제지외 2인
A033560,블루콤,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,,,김종규외 4인
A046390,삼화네트웍스,코스닥,경기소비재,미디어,미디어,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",,,신상윤외 3인
A039290,인포뱅크,코스닥,IT,소프트웨어,일반 소프트웨어,정보통신업,정보서비스업,기타 정보 서비스업,,,박태형외 8인
A078590,휴림에이텍,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)IHC외 3인
A057030,YBM넷,코스닥,경기소비재,소비자 서비스,교육,교육 서비스업,교육 서비스업,교육지원 서비스업,,,(주)와이비엠외 19인
A032860,더라미,코스닥,소재,소재,금속 및 광물,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업",,,강진수외 7인
A002290,삼일기업공사,코스닥,산업재,자본재,건설,건설업,종합 건설업,건물 건설업,,,박종웅
A027740,마니커,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,"도축, 육류 가공 및 저장 처리업",,,(주)이지바이오외 3인
A056700,신화인터텍,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,(주)효성외 2인
A010600,웰바이오텍,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,도매 및 소매업,도매 및 상품 중개업,상품 중개업,,,조행훈외 1인
A067170,오텍,코스닥,산업재,자본재,기계,제조업,자동차 및 트레일러 제조업,자동차 재제조 부품 제조업,BB-,NA,강성희
A012280,영화금속,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,삼신정밀(주)외 4인
A006740,블루산업개발,유가증권시장,소재,소재,종이 및 목재,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",,,노미정
A122350,삼기,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,김치환외 7인
A037370,EG,코스닥,소재,소재,금속 및 광물,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,박지만외 1인
A096630,에스코넥,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,박순관외 1인
A014570,고려제약,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,박상훈외 5인
A096690,에이루트,코스닥,IT,하드웨어,컴퓨터 및 주변기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,,,전병운외 7인
A040160,누리플렉스,코스닥,IT,소프트웨어,일반 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,조송만외 7인
A023960,에쓰씨엔지니어링,유가증권시장,산업재,자본재,건설,건설업,종합 건설업,토목 건설업,,,SC기획외 6인
A065950,웰크론,코스닥,경기소비재,내구 소비재 및 의류,내구소비재,제조업,섬유제품 제조업; 의복제외,직물직조 및 직물제품 제조업,,,이영규외 13인
A082660,코스나인,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,크루셜텍(주)외 1인
A056730,CNT85,코스닥,경기소비재,내구 소비재 및 의류,내구소비재,건설업,종합 건설업,건물 건설업,,,(주)엘케이알엔아이외 1인
A049080,기가레인,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,김정곤외 22인
A000760,이화산업,유가증권시장,소재,소재,화학,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,조규완외 4인
A038870,에코바이오,코스닥,유틸리티,유틸리티,전력,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,사업시설 유지ㆍ관리 서비스업,,,송효순외 4인
A109080,옵티시스,코스닥,IT,하드웨어,통신장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,신현국외 6인
A094970,제이엠티,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,정수연외 4인
A089790,제이티,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,유홍준외 1인
A033200,모아텍,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,"MINEBEA CO.,LTD외 1인"
A101240,씨큐브,코스닥,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,장길완외 3인
A052600,한네트,코스닥,산업재,상업서비스,상업서비스,정보통신업,우편 및 통신업,전기 통신업,,,한국컴퓨터지주(주)
A020760,일진디스플,유가증권시장,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,허진규외 9인
A057540,옴니시스템,코스닥,산업재,자본재,전기장비,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,(주)바이오스마트외 3인
A025880,케이씨피드,코스닥,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,동물용 사료 및 조제식품 제조업,,,정한식외 5인
A009320,아진전자부품,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)우신산업외 2인
A126640,화신정공,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,정 호외 24인
A091590,남화토건,코스닥,산업재,자본재,건설,건설업,종합 건설업,건물 건설업,,,최상준외 20인
A066910,손오공,코스닥,경기소비재,내구 소비재 및 의류,레저용품,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,최신규
A009730,이렘,코스닥,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,이제원
A040350,크레오에스지,코스닥,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,(주)큐로홀딩스외 4인
A036690,코맥스,코스닥,IT,하드웨어,보안장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,변 봉 덕외 9인
A027580,상보,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,김상근외 5인
A073110,엘엠에스,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,나우주외 4인
A123570,이엠넷,코스닥,경기소비재,미디어,미디어,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,,,김영원외 6인
A051390,YW,코스닥,IT,하드웨어,통신장비,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,,,우병일
A071950,코아스,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,제조업,가구 제조업,가구 제조업,,,노재근외 3인
A114630,폴라리스우노,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,,,김종천외 8인
A038620,위즈코프,코스닥,산업재,운송,운송인프라,도매 및 소매업,소매업; 자동차 제외,연료 소매업,,,정승환외 2인
A006050,국영지앤엠,코스닥,산업재,자본재,건축자재,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,,,최재원외 6인
A066900,디에이피,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,(주)케이아이지외 2인
A072950,빛샘전자,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,강만준외 7인
A189330,씨이랩,코스닥,IT,소프트웨어,IT 서비스,정보통신업,출판업,소프트웨어 개발 및 공급업,,,이우영외 5인
A053160,프리엠스,코스닥,산업재,자본재,기계,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,주도식
A109070,주성코퍼레이션,유가증권시장,소재,소재,종이 및 목재,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,국일제지(주)
A019770,서연탑메탈,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,(주)서연외 6인
A016600,큐캐피탈,코스닥,금융,기타금융,창업투자 및 종금,금융 및 보험업,금융업,기타 금융업,,,(주)지엔코
A048770,TPC,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,엄재윤외 10인
A002360,SH에너지화학,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,"REALTY ADVISORS, INC.외 1인"
A104200,NHN벅스,코스닥,경기소비재,미디어,미디어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,㈜네오위즈홀딩스외 8인
A134790,시디즈,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,제조업,가구 제조업,가구 제조업,,,(주)시디즈외 4인
A033540,파라텍,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,(주)베이스HD외 2인
A008420,문배철강,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,배종민외 9인
A079000,와토스코리아,코스닥,산업재,자본재,건축자재,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,송공석외 11인
A083550,케이엠,코스닥,IT,반도체,반도체 및 관련장비,제조업,섬유제품 제조업; 의복제외,기타 섬유제품 제조업,,,신병순외 4인
A075970,동국알앤에스,코스닥,소재,소재,금속 및 광물,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,,,장세희외 9인
A042040,케이피엠테크,코스닥,소재,소재,화학,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,채창근외 6인
A049120,파인디앤씨,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,홍성천외 1인
A050860,아세아텍,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김웅길외 4인
A153460,네이블,코스닥,IT,소프트웨어,일반 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,㈜엔텔스
A000040,KR모터스,유가증권시장,경기소비재,자동차 및 부품,자동차,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,,,오세영외 1인
A086040,바이오톡스텍,코스닥,의료,제약 및 바이오,바이오,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,,,강종구외 7인
A013720,THE CUBE&,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,박순이외 5인
A131100,티엔엔터테인먼트,코스닥,소재,소재,화학,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",,,이남석외 5인
A069540,빛과전자,코스닥,IT,하드웨어,통신장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,김홍만외 3인
A075130,플랜티넷,코스닥,IT,소프트웨어,인터넷 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,김태주외 4인
A065440,이루온,코스닥,IT,소프트웨어,IT 서비스,정보통신업,출판업,소프트웨어 개발 및 공급업,,,이승구외 1인
A017000,신원종합개발,코스닥,산업재,자본재,건설,건설업,종합 건설업,건물 건설업,,,(주)원익외 1인
A026940,부국철강,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,남상규외 8인
A019490,엑시큐어하이트론,유가증권시장,IT,하드웨어,보안장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,,,최영덕외 2인
A023790,동일스틸럭스,코스닥,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,장인화외 6인
A049180,셀루메드,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,심영복외 1인
A024120,KB오토시스,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,김용웅외 12인
A052860,아이앤씨,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,박창일외 1인
A012200,계양전기,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,단재완외 11인
A050120,ES큐브,코스닥,경기소비재,내구 소비재 및 의류,레저용품,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,,,김병진
A069920,엑시온그룹,코스닥,경기소비재,유통,온라인쇼핑,도매 및 소매업,소매업; 자동차 제외,무점포 소매업,,,(주)아이에스이네트워크외 11인
A020180,대신정보통신,코스닥,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,최갑순외 12인
A009810,플레이그램,유가증권시장,소재,소재,용기 및 포장,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,(주)하나모두외 3인
A002870,신풍,유가증권시장,소재,소재,종이 및 목재,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,정학헌외 8인
A016100,리더스코스메틱,코스닥,소재,소재,용기 및 포장,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",,,김판길외 7인
A043340,에쎈테크,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,조 시 영외 3인
A010640,진양폴리,유가증권시장,소재,소재,화학,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,(주)진양홀딩스외 2인
A022220,티케이지애강,코스닥,산업재,자본재,건축자재,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,태광실업(주)외 2인
A045060,오공,코스닥,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,김창식외 10인
A115160,휴맥스,코스닥,IT,하드웨어,셋톱 박스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,,,(주)휴맥스 홀딩스외 2인
A052300,오션인더블유,코스닥,산업재,운송,육상운수,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,,,대안합명회사
A031310,아이즈비전,코스닥,통신서비스,통신서비스,유선통신,정보통신업,우편 및 통신업,전기 통신업,,,이통형외 6인
A119500,포메탈,코스닥,산업재,자본재,기계,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,,오세원외 6인
A052460,아이크래프트,코스닥,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,박우진외 2인
A049800,우진플라임,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김익환외 2인
A014130,한익스프레스,유가증권시장,산업재,운송,육상운수,운수 및 창고업,육상운송 및 파이프라인 운송업,도로 화물 운송업,,,김영혜외 1인
A005030,부산주공,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)세연아이엠외 2인
A005360,모나미,유가증권시장,산업재,상업서비스,상업서비스,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,,,송하경외 4인
A021650,한국큐빅,코스닥,소재,소재,화학,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,이재원외 7인
A011090,에넥스,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,제조업,가구 제조업,가구 제조업,,,박진규외 8인
A080520,오디텍,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,박병근외 3인
A001210,금호전기,유가증권시장,IT,디스플레이,디스플레이 및 관련부품,제조업,전기장비 제조업,전구 및 조명장치 제조업,,,박명구외 10인
A064520,테크엘,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,김태섭외 1인
A074610,이엔플러스,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,에듀심포니(주)외 9인
A059100,아이컴포넌트,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,김양국외 5인
A131220,대한과학,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,,,서은택외 16인
A032580,피델릭스,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,안승한외 2인
A123840,뉴온,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,식료품 제조업,기타 식품 제조업,,,이희신외 1인
A019660,글로본,코스닥,금융,기타금융,창업투자 및 종금,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,,,에스비아이코리아홀딩스(주)외 0인
A023150,MH에탄올,유가증권시장,필수소비재,음식료 및 담배,음료,제조업,음료 제조업,알코올음료 제조업,,,최동호외 2인
A003680,한성기업,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,수산물 가공 및 저장 처리업,BB+,NA,임우근외 10인
A043100,알파AI,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,김서곤외 3인
A090370,메타랩스,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,,,김동근외 1인
A130500,GH신소재,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,섬유제품 제조업; 의복제외,기타 섬유제품 제조업,,,브이피코리아(주)외 2인
A012620,원일특강,코스닥,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,박성진외 7인
A083660,CSA 코스믹,코스닥,산업재,자본재,건축자재,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,(주)지오콘외 1인
A138070,신진에스엠,코스닥,산업재,자본재,기계,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,,김영현외 4인
A001840,이화공영,코스닥,산업재,자본재,건설,건설업,종합 건설업,건물 건설업,,,최삼규외 3인
A153490,우리이앤엘,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,우리이티아이(주)외 7인
A002420,세기상사,유가증권시장,경기소비재,미디어,미디어,도매 및 소매업,소매업; 자동차 제외,연료 소매업,NA,A1,국정본외 8인
A001070,대한방직,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,섬유제품 제조업; 의복제외,직물직조 및 직물제품 제조업,BB,NA,설 범외 10인
A081580,성우전자,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,조성면외 5인
A016670,디모아,코스닥,IT,소프트웨어,일반 소프트웨어,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,허한범
A018680,서울제약,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,황우성외 9인
A068940,셀피글로벌,코스닥,산업재,상업서비스,상업서비스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,김남주외 9인
A089140,넥스턴앤롤코리아,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,문홍기외 2인
A025440,DH오토웨어,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,BB,NA,박 성 규외 12인
A079170,한창산업,코스닥,소재,소재,화학,제조업,1차 금속 제조업,1차 비철금속 제조업,,,윤성진외 10인
A043200,파루,코스닥,에너지,에너지,에너지 시설 및 서비스,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,강문식외 4인
A013810,스페코,코스닥,산업재,자본재,건설,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김종섭외 2인
A086060,진바이오텍,코스닥,의료,제약 및 바이오,제약,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,,,이찬호외 3인
A005820,원림,유가증권시장,소재,소재,용기 및 포장,제조업,섬유제품 제조업; 의복제외,직물직조 및 직물제품 제조업,,,신성엽외 5인
A006570,대림통상,유가증권시장,산업재,자본재,건축자재,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,,디앤디 파트너스(주)외 7인
A060540,에스에이티,코스닥,IT,하드웨어,통신장비,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,㈜에프넷
A013000,세우글로벌,유가증권시장,소재,소재,화학,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,안백순외 1인
A035200,프럼파스트,코스닥,산업재,자본재,건축자재,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,원재희
A115480,씨유메디칼,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,나학록외 8인
A088290,이원컴포텍,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)디이시
A033250,체시스,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)MSHC외 2인
A001140,국보,유가증권시장,산업재,운송,육상운수,운수 및 창고업,육상운송 및 파이프라인 운송업,도로 화물 운송업,,,흥아해운(주)외 1인
A006920,모헨즈,코스닥,소재,소재,건축소재,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",,,김기수외 2인
A018700,바른손,코스닥,경기소비재,소비자 서비스,호텔 및 레저,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,,,바른손이앤에이외 1인
A001810,무림SP,코스닥,소재,소재,종이 및 목재,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",,,이 도 균외 2인
A008470,부스타,코스닥,산업재,자본재,기계,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,,유동근외 7인
A032680,소프트센,코스닥,IT,하드웨어,컴퓨터 및 주변기기,정보통신업,정보서비스업,기타 정보 서비스업,,,주식회사 아이티센외 3인
A050110,캠시스,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,BB,NA,(주)에이모션외 5인
A038950,파인디지털,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,김용훈외 8인
A009140,경인전자,유가증권시장,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,김효조외 7인
A005320,온타이드,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,,,변 효 수외 7인
A045300,성우테크론,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,박찬홍외 5인
A032750,삼진,코스닥,경기소비재,내구 소비재 및 의류,내구소비재,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,김승철외 5인
