Symbol,Name,거래소(시장),FnGuide Sector,FnGuide Industry Group,FnGuide Industry,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),신용등급 (채권),신용등급 (CP),최대주주등 주주명-상장협(분기)
A121600,나노신소재,코스닥,소재,소재,금속 및 광물,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,박장우외 13인
A102940,코오롱생명과학,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,코오롱외 12인
A014620,성광벤드,코스닥,산업재,자본재,기계,제조업,1차 금속 제조업,1차 철강 제조업,,,안 재 일외 6인
A025980,아난티,코스닥,경기소비재,소비자 서비스,호텔 및 레저,숙박 및 음식점업,숙박업,일반 및 생활 숙박시설 운영업,,,중앙디앤엘(유)외 4인
A052400,코나아이,코스닥,IT,하드웨어,전자 장비 및 기기,정보통신업,출판업,소프트웨어 개발 및 공급업,,,조정일외 6인
A078160,메디포스트,코스닥,의료,제약 및 바이오,바이오,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,양윤선외 2인
A005180,빙그레,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,동·식물성 유지 및 낙농제품 제조업,AA-,NA,김호연외 4인
A053800,안랩,코스닥,IT,소프트웨어,일반 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,안철수외 2인
A025540,한국단자,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,이 창 원외 7인
A002020,코오롱,유가증권시장,산업재,자본재,복합 산업,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,BBB+,NA,이웅열외 10인
A084110,휴온스글로벌,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,윤성태외 20인
A090710,휴림로봇,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,동부씨엔아이(주)외 2인
A010780,아이에스동서,유가증권시장,산업재,자본재,건축자재,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",BBB,A3,아이에스지주(주)외 2인
A036540,SFA반도체,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,"BK LCD CO.,Limited외 14인"
A009520,포스코엠텍,코스닥,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,(주)포스코외 2인
A032820,우리기술,코스닥,에너지,에너지,에너지 시설 및 서비스,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,노선봉외 4인
A057050,현대홈쇼핑,유가증권시장,경기소비재,유통,온라인쇼핑,도매 및 소매업,소매업; 자동차 제외,무점포 소매업,NA,A1,(주)현대백화점외 6인
A005420,코스모화학,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,(주)코스모앤컴퍼니외 4인
A041190,우리기술투자,코스닥,금융,기타금융,창업투자 및 종금,금융 및 보험업,금융업,기타 금융업,,,이완근외 5인
A080220,제주반도체,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,박성식외 4인
A023160,태광,코스닥,산업재,자본재,기계,제조업,1차 금속 제조업,1차 철강 제조업,,,윤성덕외 6인
A018290,브이티,코스닥,소재,소재,용기 및 포장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,김양평외 2인
A032500,케이엠더블유,코스닥,IT,하드웨어,통신장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,김덕용외 4인
A102710,이엔에프테크놀로지,코스닥,IT,반도체,반도체 및 관련장비,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,한국알콜산업외 5인
A131290,티에스이,코스닥,IT,반도체,반도체 및 관련장비,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,권상준외 2인
A099320,쎄트렉아이,코스닥,산업재,상업서비스,상업서비스,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업",,,박성동외 10인
A056080,유진로봇,코스닥,경기소비재,내구 소비재 및 의류,레저용품,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,신 경 철외 3인
A001570,금양,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,류광지외 2인
A001060,JW중외제약,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,BBB,NA,JW홀딩스외 7인
A090460,비에이치,유가증권시장,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,이경환외 1인
A060250,NHN KCP,코스닥,IT,소프트웨어,인터넷 서비스,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,,,엔에이치엔엔터테인먼트(주) 외 6인
A000370,한화손해보험,유가증권시장,금융,보험,보험,금융 및 보험업,보험업,보험업,,,한화생명외 10인
A001270,부국증권,유가증권시장,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,NA,A2+,김중건외 12인
A006380,카프로,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,(주)효성외 1인
A124500,아이티센글로벌,코스닥,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,강진모외 8인
A005880,대한해운,유가증권시장,산업재,운송,해상운수,운수 및 창고업,수상 운송업,해상 운송업,BBB+,A3+,㈜티케이케미칼외 5인
A036810,에프에스티,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,장명식외 1인
A003030,세아제강지주,유가증권시장,소재,소재,금속 및 광물,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,NA,A2,이태성외 12인
A033100,제룡전기,코스닥,산업재,자본재,전기장비,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,박종태외 4인
A003160,디아이,유가증권시장,IT,반도체,반도체 및 관련장비,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,박원호외 3인
A044490,태웅,코스닥,에너지,에너지,에너지 시설 및 서비스,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,,허용도외 5인
A025320,시노펙스,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,(주)글로션외 6인
A138610,나이벡,코스닥,의료,제약 및 바이오,바이오,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,,,정종평외 5인
A002960,한국쉘석유,유가증권시장,소재,소재,화학,제조업,"코크스, 연탄 및 석유정제품 제조업",석유 정제품 제조업,,,Shell Petroleum N.V
A017940,E1,유가증권시장,에너지,에너지,석유 및 가스,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,A+,A1,구자열외 9인
A000650,천일고속,유가증권시장,산업재,운송,육상운수,운수 및 창고업,육상운송 및 파이프라인 운송업,육상 여객 운송업,,,박재명외 13인
A093320,케이아이엔엑스,코스닥,IT,소프트웨어,인터넷 서비스,정보통신업,정보서비스업,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,,(주)가비아외 7인
A030520,한글과컴퓨터,코스닥,IT,소프트웨어,일반 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,소프트포럼(주)외 4인
A038500,삼표시멘트,코스닥,소재,소재,건축소재,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,,,(주)동양외 7인
A119850,지엔씨에너지,코스닥,산업재,자본재,전기장비,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,안병철외 8인
A036620,감성코퍼레이션,코스닥,소재,소재,종이 및 목재,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,진선기업외 4인
A016590,신대양제지,유가증권시장,소재,소재,종이 및 목재,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",,,권혁홍외 4인
A000400,롯데손해보험,유가증권시장,금융,보험,보험,금융 및 보험업,보험업,보험업,,,(주)호텔롯데외 4인
A015750,성우하이텍,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,A-,NA,이명근외 3인
A060280,큐렉소,코스닥,필수소비재,음식료 및 담배,식료품,도매 및 소매업,소매업; 자동차 제외,기타 상품 전문 소매업,,,(주)한국 야쿠르트외 1인
A016380,KG스틸,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,동부씨엔아이㈜외 14인
A101730,위메이드맥스,코스닥,IT,소프트웨어,게임 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,(주)위메이드엔터테인먼트 외 1인
A002240,고려제강,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,홍영철외 8인
A016800,퍼시스,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,제조업,가구 제조업,가구 제조업,,,(주)시디즈외 12인
A093050,LF,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,AA-,NA,구본걸외 19인
A005810,풍산홀딩스,유가증권시장,소재,소재,금속 및 광물,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,류 진외 6인
A064260,다날,코스닥,IT,소프트웨어,인터넷 서비스,정보통신업,출판업,소프트웨어 개발 및 공급업,,,박성찬외 1인
A161000,애경케미칼,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,NA,A1,에이케이홀딩스(주)외 5인
A003300,한일홀딩스,유가증권시장,소재,소재,건축소재,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",,,허정섭외 26인
A127120,제이에스링크,코스닥,의료,제약 및 바이오,바이오,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,,,이종은외 1인
A004690,삼천리,유가증권시장,유틸리티,유틸리티,가스,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업",연료용 가스 제조 및 배관공급업,AA+,A1,이만득외 20인
A029530,신도리코,유가증권시장,IT,하드웨어,사무기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,,,우석형외 20인
A170900,동아에스티,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,A+,NA,강정석외 26인
A145990,삼양사,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,기타 식품 제조업,AA-,NA,삼양홀딩스외 2인
A033240,자화전자,유가증권시장,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,김상면외 4인
A074600,원익QnC,코스닥,IT,반도체,반도체 및 관련장비,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,,,이용한외 2인
A009410,태영건설,유가증권시장,산업재,자본재,건설,건설업,종합 건설업,토목 건설업,,,윤석민외 3인
A105630,한세실업,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,BBB+,NA,한세예스24홀딩스(주)외 21인
A041960,코미팜,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,양용진외 6인
A095660,네오위즈,코스닥,IT,소프트웨어,게임 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,(주)네오위즈홀딩스외 19인
A058650,세아홀딩스,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,A,A2,이태성외 13인
A126340,비나텍,코스닥,산업재,자본재,전기장비,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,,,성도경외 4인
A001500,현대차증권,유가증권시장,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,AA-,A1,현대자동차외 3인
A048410,현대바이오,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,(주)씨앤팜외 2인
A089010,켐트로닉스,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,김보균외 10인
A034310,NICE,유가증권시장,산업재,상업서비스,상업서비스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,김광수외 2인
A053030,바이넥스,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,(주)니찌이꼬제약외 2인
A052020,에스티큐브,코스닥,IT,하드웨어,전자 장비 및 기기,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,,,(주)바이오사이언스홀딩스
A017810,풀무원,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,기타 식품 제조업,,,남승우외 9인
A069080,웹젠,코스닥,IT,소프트웨어,게임 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,엔에이치엔 엔터테인먼트(주)외 3인
A025900,동화기업,코스닥,소재,소재,종이 및 목재,제조업,목재 및 나무제품 제조업; 가구 제외,나무제품 제조업,BBB+,NA,Dongwha International Co. Limited외 11인
A097520,엠씨넥스,유가증권시장,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,,,민동욱외 3인
A050890,쏠리드,코스닥,IT,하드웨어,통신장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,정준외 8인
A067630,HLB생명과학,코스닥,에너지,에너지,에너지 시설 및 서비스,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,,,삼 립외 2인
A005610,SPC삼립,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,기타 식품 제조업,A+,NA,(주)파리크라상외 4인
A059090,미코,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,전선규외 6인
A000070,삼양홀딩스,유가증권시장,필수소비재,음식료 및 담배,식료품,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,AA-,A1,김 원외 29인
A099440,스맥,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,이효제외 3인
A183190,아세아시멘트,유가증권시장,소재,소재,건축소재,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",,,아세아㈜외 13인
A004700,조광피혁,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업",,,지길순외 3인
A092200,디아이씨,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,BB,NA,김성문외 12인
A083450,GST,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김덕준외 1인
A039440,에스티아이,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,성도이엔지외 2인
A107640,한중엔시에스,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,김환식외 5인
A014830,유니드,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,(주)OCI상사외 10인
A006220,제주은행,유가증권시장,금융,은행,상업은행,금융 및 보험업,금융업,은행 및 저축기관,AA+,NA,신한금융 지주회사
A041830,인바디,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,차기철외 7인
A016610,DB증권,유가증권시장,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,A+,A1,동부화재해상보험외 15인
A026890,스틱인베스트먼트,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,금융 및 보험업,금융업,신탁업 및 집합투자업,,,도용환외 14인
A042520,한스바이오메드,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,,,황호찬외 5인
A034950,한국기업평가,코스닥,산업재,상업서비스,상업서비스,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,기타 사업지원 서비스업,,,Fitch Ratings Limited외 1인
A033790,피노,코스닥,IT,하드웨어,통신장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,에스제이엠홀딩스외 3인
A060980,HL홀딩스,유가증권시장,경기소비재,자동차 및 부품,자동차부품,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,A,NA,정몽원외 24인
A101930,인화정공,코스닥,산업재,자본재,조선,제조업,기타 운송장비 제조업,선박 및 보트 건조업,,,이 인외 2인
A002710,TCC스틸,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,BB+,NA,손봉락외 20인
A099190,아이센스,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,차근식외 4인
A072710,농심홀딩스,유가증권시장,필수소비재,음식료 및 담배,식료품,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,AA,A1,신동원외 17인
A105840,우진,유가증권시장,산업재,자본재,기계,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,이성범외 20인
A079370,제우스,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,이종우외 5인
A089890,코세스,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,박명순외 2인
A114190,강원에너지,코스닥,에너지,에너지,에너지 시설 및 서비스,제조업,전기장비 제조업,기타 전기장비 제조업,,,(주)웰크론한텍외 4인
A079940,가비아,코스닥,IT,소프트웨어,인터넷 서비스,정보통신업,출판업,소프트웨어 개발 및 공급업,,,김홍국외 4인
A091700,파트론,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,김종구외 7인
A001530,DI동일,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,도매 및 소매업,도매 및 상품 중개업,상품 중개업,,,(재)정헌재단외 16인
A037270,YG PLUS,유가증권시장,경기소비재,미디어,미디어,정보통신업,정보서비스업,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,,(주)와이지엔터테인먼트외 2인
A033640,네패스,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,BB+,NA,이 병 구외 4인
A084010,대한제강,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,오치훈외 14인
A015360,INVENI,유가증권시장,유틸리티,유틸리티,가스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,AA-,A1,구자은외 26인
A001390,KG케미칼,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,곽재선외 6인
A003280,흥아해운,유가증권시장,산업재,운송,해상운수,운수 및 창고업,수상 운송업,해상 운송업,,,Fairmont Partners Ltd외 1인
A008060,대덕,유가증권시장,IT,하드웨어,전자 장비 및 기기,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,김영재외 6인
A003000,부광약품,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,김동연외 10인
A013030,하이록코리아,코스닥,산업재,자본재,기계,제조업,1차 금속 제조업,1차 철강 제조업,,,문휴건외 7인
A094360,칩스앤미디어,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,(주)텔레칩스외 5인
A045100,한양이엔지,코스닥,IT,반도체,반도체 및 관련장비,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",,,김형육외 5인
A031430,신세계인터내셔날,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,도매 및 소매업,소매업; 자동차 제외,"섬유, 의복, 신발 및 가죽제품 소매업",NA,A1,(주)신세계외 7인
A078130,국일제지,코스닥,소재,소재,종이 및 목재,제조업,"펄프, 종이 및 종이제품 제조업",기타 종이 및 판지 제품 제조업,,,최우식외 4인
A031330,에스에이엠티,코스닥,IT,반도체,반도체 및 관련장비,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,,,한국씨티은행
A094480,갤럭시아머니트리,코스닥,IT,소프트웨어,인터넷 서비스,정보통신업,출판업,소프트웨어 개발 및 공급업,,,조현준외 6인
A104830,원익머트리얼즈,코스닥,IT,반도체,반도체 및 관련장비,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,원익아이피에스
A043260,성호전자,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,박현남외 4인
A101360,에코앤드림,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,김민용외 9인
A046890,서울반도체,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,이정훈외 4인
A078340,컴투스,코스닥,IT,소프트웨어,게임 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,A-,NA,(주)게임빌
A014940,오리엔탈정공,코스닥,산업재,자본재,조선,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,산업은행외 1인
A006110,삼아알미늄,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 비철금속 제조업,,,日本동양알미늄(주)외 7인
A035890,서희건설,코스닥,산업재,자본재,건설,건설업,종합 건설업,건물 건설업,BBB+,A3+,이봉관외 8인
A015860,일진홀딩스,유가증권시장,산업재,자본재,전기장비,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,허정석외 6인
A067080,대화제약,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,김수지외 7인
A130660,한전산업,유가증권시장,에너지,에너지,에너지 시설 및 서비스,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",,,한국자유총연맹
A053610,프로텍,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,최승환외 1인
A001940,KISCO홀딩스,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,장세홍외 6인
A128820,대성산업,유가증권시장,에너지,에너지,석유 및 가스,도매 및 소매업,소매업; 자동차 제외,연료 소매업,,,(주)대성합동지주외 24인
A034120,SBS,유가증권시장,경기소비재,미디어,미디어,정보통신업,방송 및 영상·오디오물 제공 서비스업,텔레비전 방송업,AA,A1,(주)SBS미디어홀딩스
A003520,영진약품,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,케이티엔지외 3인
A104700,한국철강,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,키스코홀딩스(주)외 7인
A095500,미래나노텍,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,김철영외 11인
A101160,월덱스,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,배종식외 3인
A108860,셀바스AI,코스닥,IT,소프트웨어,일반 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,(주)인프라웨어외 1인
A003800,에이스침대,코스닥,경기소비재,내구 소비재 및 의류,내구소비재,제조업,가구 제조업,가구 제조업,,,안성호외 1인
A114810,한솔아이원스,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,이문기외 5인
A020000,한섬,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,NA,A1,(주)현대홈쇼핑
A126560,현대퓨처넷,유가증권시장,경기소비재,미디어,미디어,정보통신업,우편 및 통신업,전기 통신업,,,(주)현대홈쇼핑외 4인
A003960,사조대림,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,수산물 가공 및 저장 처리업,,,사조산업외 5인
A084690,대상홀딩스,유가증권시장,필수소비재,음식료 및 담배,식료품,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,AA-,NA,임상민외 5인
A024720,콜마홀딩스,유가증권시장,필수소비재,생활용품,개인생활용품,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,A-,NA,윤동한외 3인
A001820,삼화콘덴서,유가증권시장,산업재,자본재,전기장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,오영주외 5인
A005720,넥센,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,,,강호찬외 2인
A064550,바이오니아,코스닥,의료,제약 및 바이오,바이오,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,,,박한오외 10인
A005090,SGC에너지,유가증권시장,소재,소재,용기 및 포장,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업",전기업,A,A2,이복영외 4인
