코드,회사명,시장구분,업종대,업종소,주가(원),시가총액(억),시가총액(억) 우선주포함,주식수 (단위:만주),유통주식 비중 (%),대주주 비중 (%),자사주 비중 (%),연간 주식수 증가율 (%),연간 유통주식 비중 증가폭 (%),연간 대주주 비중 증가폭 (%),연간 자사주 비중 증가폭 (%),분기 주식수 증가율 (%),분기 유통주식 비중 증가폭 (%),분기 대주주 비중 증가폭 (%),분기 자사주 비중 증가폭 (%),1일 등락률 (%),1주 등락률 (%),1개월 등락률 (%),3개월 등락률 (%),6개월 등락률 (%),9개월 등락률 (%),1년 등락률 (%),3년 등락률 (%),5년 등락률 (%),10년 등락률 (%),1개월 RS,3개월 RS,6개월 RS,9개월 RS,1년 RS,RSI,GP/A (%),분기 GP/A (%),OP/A (%),분기 OP/A (%),GP/E (%),분기 GP/E (%),OP/E (%),분기 OP/E (%),GPM (%),분기 GPM (%),5년평균 OPM (%),OPM (%),분기 OPM (%),1년후 OPM (%),NPM (%),분기 NPM (%),1년후 NPM (%),5년평균 ROE,3년전 ROE,2년전 ROE,1년전 ROE,ROE (%),분기 ROE (%),1년후 ROE (%),ROA (%),분기 ROA (%),1년후 ROA (%),ROIC (%),PFCR,분기 PFCR,PSR,분기 PSR,PGPR,분기 PGPR,POR,분기 POR,5년평균 PER,PER,분기 PER,1년후 PER,R&D PER,분기 R&D PER,EV /EBITDA,PAR,고점 PBR,저점 PBR,5년평균 PBR,PBR,1년후 PBR,PCR,분기 PCR,PRR,분기 PRR,PEG,분기 PEG,1년후 PEG,이익성장/ 시가총액,분기 이익성장/시가총액,R&D/ 매출액 (%),R&D/ 영업이익 (%),설비투자/ 매출액 (%),설비투자/ 영업이익 (%),미래투자/ 매출액 (%),미래투자/ 영업이익 (%),청산가치비율 (NCAV전략) (%),이자보상배율,유보율 (%),당좌 비율 (%),유동 비율 (%),부채 비율 (%),영업이익/차입금 (%),차입률 (%),배당 성향 (%),주주 환원율 (%),연간 배당률 (%),연간 배당률 고점,연간 배당률 저점,국채시가 배당률,SPS,OPS,EPS,BPS,CPS,DPS,주가 변동성 (12개월),베타 (12개월),이익 변동성 (8분기),거래대금 (당일 억),거래대금 (5일평균 억),거래대금 (20일평균 억),거래대금 증가율 (5일평균대비),거래대금 증가율 (20일평균대비),주가>5이평,주가>20이평,주가>60이평,주가>120이평,12개월 신고가,12개월 신저가,신고가율 (%),신저가율 (%),고점대비 PBR괴리율(%),저점대비 PBR괴리율(%),당일 기관(%),당일 외인(%),당일 수급(%),주간 기관(%),주간 외인(%),주간 수급(%),1개월 기관(%),1개월 외인(%),1개월 수급(%),3개월 기관(%),3개월 외인(%),3개월 수급(%),6개월 기관(%),6개월 외인(%),6개월 수급(%),12개월 기관(%),12개월 외인(%),12개월 수급(%),상속세 괴리율 (%),예상가 괴리율 (%),상속세 주가,예상 주가,성장점수,수익점수,안정점수,벨류점수,퀀트점수,마법공식 상위50등,저벨류 상위50등,고속성장 상위50등,슈퍼퀀트 상위50등,적자기업 =1,해외 본사 =1,지주사 =1,금융 =1,스팩 =1,리츠 =1,관리종목 =1,불성실공시 =1,4분기 연속QOQ 지배순익증가 =1,4분기 연속YOY 지배순익증가 =1,25년3Q 실적발표 =1,25년3Q 재무발표 =1,영업이익>지배순익 =1,리포트 신뢰도,결산일,직전실적 발표일,이번실적 발표일,GP/A 증가율 (%),분기 GP/A 증가율 (%),OP/A 증가율 (%),분기 OP/A 증가율 (%),GP/E 증가율 (%),분기 GP/E 증가율 (%),OP/E 증가율 (%),분기 OP/E 증가율 (%),GPM 증가율 (%),분기 GPM 증가율 (%),매출총이익 증가율(%),분기 매출총이익증가율(%),OPM 증가율 (%),분기 OPM 증가율 (%),NPM 증가율 (%),분기 NPM 증가율 (%),ROE 증가율 (%),분기 ROE 증가율 (%),ROA 증가율 (%),분기 ROA 증가율 (%),FCF 증가율 (%),분기 FCF 증가율 (%),자산 증가율 (%),자본 증가율 (%),BPS 증가율 (%),CPS 증가율 (%),DPS  증가율 (%),(영업이익/차입금) 증가율 (%),(분기 영업이익/차입금) 증가율 (%),직원수 증가율 (%),R&D 증가율 (%),분기 R&D 증가율 (%),설비투자 증가율 (%),분기 설비투자 증가율 (%),미래투자 증가율  (%),분기 미래투자 증가율 (%),매출채권 회전일수,재고자산 회전일수,매입채무회전일수,현금회전일수,총자산 회전율,자본총계 회전율,F스코어 순이익>0 여부,F스코어 영업활동현금>0 여부,F스코어 ROA증가 여부,F스코어 영현>순익 여부,F스코어 부채비율감소 여부,F스코어 유동비율증가 여부,F스코어 신주발행X 여부,F스코어 매출총이익률증가 여부,F스코어 총자산회전율증가 여부,F스코어 점수 (9점만점),매출액 21년->24년 3년간 YOY,매출액 연환산 YOY,매출액 22년  YOY,매출액 23년  YOY,매출액 24년  YOY,매출액 24년3Q YOY,매출액 24년4Q YOY,매출액 25년1Q YOY,매출액 25년2Q YOY,매출액 25년3Q(E) YOY,매출액 24년3Q QOQ,매출액 24년4Q QOQ,매출액 25년1Q QOQ,매출액 25년2Q QOQ,매출액 25년3Q(E) QOQ,영업이익 21년->24년 3년간 YOY,영업이익 연환산 YOY,영업이익 22년  YOY,영업이익 23년  YOY,영업이익 24년  YOY,영업이익 24년3Q YOY,영업이익 24년4Q YOY,영업이익 25년1Q YOY,영업이익 25년2Q YOY,영업이익 25년3Q(E) YOY,영업이익 24년3Q QOQ,영업이익 24년4Q QOQ,영업이익 25년1Q QOQ,영업이익 25년2Q QOQ,영업이익 25년3Q(E) QOQ,지배순이익 21년->24년 3년간 YOY,지배순이익 연환산 YOY,지배순이익 22년  YOY,지배순이익 23년  YOY,지배순이익 24년  YOY,지배순이익 24년3Q YOY,지배순이익 24년4Q YOY,지배순이익 25년1Q YOY,지배순이익 25년2Q YOY,지배순이익 25년3Q(E) YOY,지배순이익 24년3Q QOQ,지배순이익 24년4Q QOQ,지배순이익 25년1Q QOQ,지배순이익 25년2Q QOQ,지배순이익 25년3Q(E) QOQ,SPS 21년->24년 3년간 YOY,SPS 연환산 YOY,SPS 22년  YOY,SPS 23년  YOY,SPS 24년  YOY,SPS 24년3Q YOY,SPS 24년4Q YOY,SPS 25년1Q YOY,SPS 25년2Q YOY,SPS 25년3Q(E) YOY,SPS 24년3Q QOQ,SPS 24년4Q QOQ,SPS 25년1Q QOQ,SPS 25년2Q QOQ,SPS 25년3Q(E) QOQ,OPS 21년->24년 3년간 YOY,OPS 연환산 YOY,OPS 22년  YOY,OPS 23년  YOY,OPS 24년  YOY,OPS 24년3Q YOY,OPS 24년4Q YOY,OPS 25년1Q YOY,OPS 25년2Q YOY,OPS 25년3Q(E) YOY,OPS 24년3Q QOQ,OPS 24년4Q QOQ,OPS 25년1Q QOQ,OPS 25년2Q QOQ,OPS 25년3Q(E) QOQ,EPS 21년->24년 3년간 YOY,EPS 연환산 YOY,EPS 22년  YOY,EPS 23년  YOY,EPS 24년  YOY,EPS 24년3Q YOY,EPS 24년4Q YOY,EPS 25년1Q YOY,EPS 25년2Q YOY,EPS 25년3Q(E) YOY,EPS 24년3Q QOQ,EPS 24년4Q QOQ,EPS 25년1Q QOQ,EPS 25년2Q QOQ,EPS 25년3Q(E) QOQ,매출액 (단위: 억),매출총이익,판관비,연구개발비,영업이익,금융손익,관계기업손익,기타 영업외손익,세전순이익,순이익,지배순이익,총자산,부채,자본총계,지배주주지분,유동부채,매입채무,비유동부채,차입금등,순차입금,유동자산,현금성자산,매출채권,재고자산,비유동자산,유형자산,무형자산,투자자산,감가상각비,설비투자,미래투자 (R&D+설비투자),영업활동 현금흐름,투자활동 현금흐름,재무활동 현금흐름,EV,EBITDA,FCF,분기FCF,분기  매출총이익,직원수,매출액 21년,매출액 22년,매출액 23년,매출액 24년,영업이익 21년,영업이익 22년,영업이익 23년,영업이익 24년,지배순이익 21년,지배순이익 22년,지배순이익 23년,지배순이익 24년,SPS 21년,SPS 22년,SPS 23년,SPS 24년,OPS 21년,OPS 22년,OPS 23년,OPS 24년,EPS 21년,EPS 22년,EPS 23년,EPS 24년,매출액 23년3Q,매출액 23년4Q,매출액 24년1Q,매출액 24년2Q,매출액 24년3Q,매출액 24년4Q,매출액 25년1Q,매출액 25년2Q,매출액 25년3Q(E),영업이익 23년3Q,영업이익 23년4Q,영업이익 24년1Q,영업이익 24년2Q,영업이익 24년3Q,영업이익 24년4Q,영업이익 25년1Q,영업이익 25년2Q,영업이익 25년3Q(E),지배순이익 23년3Q,지배순이익 23년4Q,지배순이익 24년1Q,지배순이익 24년2Q,지배순이익 24년3Q,지배순이익 24년4Q,지배순이익 25년1Q,지배순이익 25년2Q,지배순이익 25년3Q(E),SPS 23년3Q,SPS 23년4Q,SPS 24년1Q,SPS 24년2Q,SPS 24년3Q,SPS 24년4Q,SPS 25년1Q,SPS 25년2Q,SPS 25년3Q(E),OPS 23년3Q,OPS 23년4Q,OPS 24년1Q,OPS 24년2Q,OPS 24년3Q,OPS 24년4Q,OPS 25년1Q,OPS 25년2Q,OPS 25년3Q(E),EPS 23년3Q,EPS 23년4Q,EPS 24년1Q,EPS 24년2Q,EPS 24년3Q,EPS 24년4Q,EPS 25년1Q,EPS 25년2Q,EPS 25년3Q(E),25년3Q  매출액,25년3Q  영업이익,25년3Q  지배순이익
A005930,삼성전자,코스피,반도체 관련장비 및 부품,종합 반도체,128500,7606735,8377015,591964,75.7,20.1,1.6,-0.84,-0.76,0.06,1.6,0,0.37,0,0,7.17,9.83,24.27,44.38,111.35,129.06,140.64,131.95,58.64,431.87,94.26,94.48,96.96,95.41,94.74,87.12,22.08,25.58,5.73,9.29,28.77,33.33,7.47,12.11,36.65,38.92,11.91,9.51,14.14,22.08,10.31,13.95,18.79,10.25,12.48,9.03,8.53,8.1,11.95,15.93,6.35,9.17,12.89,10.8,27.68,16.16,2.41,2.21,6.58,5.68,25.34,15.63,12.54,23.37,15.84,10.21,10.92,9.13,10.73,1.45,1.89,0.81,1.26,1.89,1.63,9.69,8.42,20.48,21.55,9.98844,0.665777,0.079121,0.06,0.29,11.77,123.71,16.18,170.08,27.95,293.79,15.68,105,43418.1,205.26,262.94,26.64,180.06,4.03,26.48,2.73,1.13,5.67,1.13,0.39,53307,5071,5498,67910,13267,1456,0.38432,1.61037,0.28567,38059.41,27695.19,21871.54,37.42,74.01,1,1,1,1,128500,50800,100,152.95,0,133.61,-0.0201,0.0523,0.0323,0.0432,0.1581,0.2014,0.2509,0.2196,0.4705,0.3339,1.3519,1.6858,0.4983,2.8874,3.3857,0.5932,2.191,2.7842,-53.39,-53.99,59890,59128,83,85,77,9,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,20261230,20251014,20251014,0.97,4.73,-3.07,24.29,0.7,4.45,-3.33,23.96,-0.12,2.6,7.62,11.63,-4.12,21.76,-5.81,12.81,-5.04,14.85,-4.65,15.16,41.85,4.67,6.58,6.87,7.78,11.7,0.69,4.92,34.54,1.06,15.03,-0.48,-0.92,-1.36,5.22,-0.97,67.41,58.22,67.91,57.72,0.6,0.78,1,1,0,1,1,1,1,0,1,7,7.61,7.75,8.09,-14.33,16.2,17.35,11.82,10.05,0.67,8.8,6.79,-4.19,4.42,-5.78,15.42,-36.62,3.31,-15.99,-84.86,398.34,277.37,129.85,1.2,-55.23,32.48,-12.07,-29.3,2.97,-30.05,160.18,-14.33,1.48,39.46,-73.55,132.3,77.8,25.77,21.26,-48.83,22.75,1.44,-22.55,5.97,-38.54,143.34,7.61,8.66,8.09,-14.33,16.2,17.35,11.82,10.98,1.53,9.72,6.79,-4.19,5.31,-5.78,15.42,-36.62,4.19,-15.99,-84.86,398.34,277.37,129.85,2.06,-54.85,33.6,-12.07,-29.3,3.84,-30.05,160.18,-14.33,2.34,39.46,-73.55,132.3,77.8,25.77,22.28,-48.4,23.79,1.44,-22.55,6.87,-38.54,143.34,3155568.36,1156388.92,856187.98,371381,300200.94,48004.23,7126.45,8273.61,363605.23,333194.54,325450.35,5236595.86,1101580.92,4135014.94,4020011.44,872592.59,587138.59,228988.33,166724.47,,2294408.81,533994.83,582771.35,503323.92,2942187.05,2048610.77,264691.28,294043.68,461951.3,510584.35,881965.35,785377.67,-493891,-217172.28,8174320.82,762152.24,274793.32,117649.85,334921.27,129524,2796047.99,3022313.6,2589354.94,3008709.03,516338.56,433766.3,65669.76,327259.61,392437.91,547300.18,144734.01,336213.63,46836.68,50626.86,43374.36,50398.97,8649.2,7266.03,1100.04,5481.94,6573.74,9167.84,2424.44,5631.92,674046.52,677799.38,719156.01,740683.02,790987.31,757882.69,791405.03,745663.17,860617.47,24335.34,28247.17,66060.09,104438.78,91833.71,64927.03,66852.72,46760.57,121660.62,55013.04,60238.27,66210.3,96426.53,97815.47,75761.33,80284.07,49340.34,120064.61,11290.97,11353.84,12046.6,12407.2,13249.85,12695.31,13369.15,12596.43,14538.35,407.64,473.17,1106.57,1749.46,1538.31,1087.59,1129.34,789.92,2055.2,921.53,1009.05,1109.09,1615.24,1638.51,1269.08,1356.23,833.5,2028.24,860617.47,121660.62,120064.61
A000660,SK하이닉스,코스피,반도체 관련장비 및 부품,종합 반도체,677000,4928576,4928576,72800,74.1,20.1,5.2,0,-0.07,0,-0.2,0,-0.18,0,0,3.99,13.02,21.33,71.18,142.65,271.57,295.44,795.5,471.31,2112.42,93.37,97.52,97.93,98.81,98.72,88.14,31.31,37.81,24.33,30.68,46.49,56.12,36.12,45.54,55.28,57.38,16.21,42.95,46.56,55.13,42.46,51.52,45.05,9.66,13.52,-20.83,15.97,35.71,50.39,39.17,24.05,33.94,30.14,36.6,23.91,13.26,5.86,5.04,10.6,8.78,13.65,10.82,15.87,13.81,9.78,7.79,11.9,8.73,10.68,3.32,4.93,0.86,1.9,4.93,3.05,11.32,8.6,86.01,80.98,0.056989,0.082138,0.100741,5.13,1.39,6.81,15.86,27.26,63.46,34.07,79.32,1.77,49.8,2636.9,147.75,191.94,48.43,135.87,26.58,4.8,0.15,0.35,2.48,0.33,0.12,115504,49615,49038,137342,59797,2354,0.76734,3.21527,0.7383,27789.84,23797.28,18740.6,16.78,48.29,1,1,1,1,679000,162700,99.71,316.1,0.01,473.17,-0.0084,-0.023,-0.0314,0.0181,0.3274,0.3455,0.3106,0.3977,0.7084,1.2176,-2.2988,-1.0812,1.1481,-1.8265,-0.6783,1.334,-1.3171,0.0169,-68.25,-22.13,214916,527195,99,100,69,7,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,20261230,20251029,20251029,43.25,11.67,67.63,18.22,28.15,-0.1,49.96,5.75,34.72,9.95,96.22,52.97,57.65,16.39,134.95,57.48,123.61,43.09,149.74,59.96,67.17,118.41,36.97,53.12,53.12,91.54,6.81,112.03,49.53,5.19,38.32,37.59,120.44,43.53,97.04,42.1,63.06,57.11,55.1,65.07,0.57,0.84,1,1,1,1,1,1,1,1,1,9,53.95,45.65,3.78,-26.57,102.02,93.83,74.84,41.91,35.37,39.13,7,12.48,-10.76,26.04,9.97,89.09,129.61,-45.13,-213.52,403.58,492.31,2235.84,157.81,68.47,61.93,28.55,14.98,-7.95,23.82,23.56,106.08,242.25,-76.78,-508.71,317.16,363.25,689.53,322.41,69.82,119.1,39.52,39.17,1.33,-13.69,80,53.95,45.65,3.78,-26.57,102.02,93.83,74.84,41.91,35.37,39.13,7,12.48,-10.76,26.04,9.97,89.09,129.61,-45.13,-213.52,403.58,492.31,2235.84,157.81,68.47,61.93,28.55,14.98,-7.95,23.82,23.56,106.08,242.25,-76.78,-508.71,317.16,363.25,689.53,322.41,69.82,119.1,39.52,39.17,1.33,-13.69,80,840870.57,464800.68,103605.27,57299.38,361195.41,51040.86,-990.04,12690.32,423936.55,357084.36,356999.79,1484350.3,484287.51,1000062.79,999855.04,297694.31,126930,186593.2,265841.9,,571395.56,108145.15,145269.35,131563.89,912954.74,681451.61,39539.45,111965.27,135329.96,229214.24,286513.62,435325.12,-415278.53,-8262.13,5304718.37,496525.37,206110.88,92889.38,140291,33625,429977.92,446215.68,327657.19,661929.6,124103.4,68094.17,-77303.13,234673.19,96023.16,22295.6,-91124.28,197886.81,59062.71,61293.16,45007.71,90924.1,17047.11,9353.56,-10618.53,32235.22,13189.95,3062.57,-12517.03,27182.17,90661.7,113055.05,124295.98,164232.58,175730.69,197670.35,176391.41,222319.52,244489.29,-17919.61,3460.34,28860.29,54685.36,70299.58,80827.96,74405.04,92128.51,113833.9,-21837.33,-13571.05,19192.51,41202.79,57486.76,80004.75,81070.81,69972.28,125951.95,12453.49,15529.49,17073.57,22559.35,24138.75,27152.43,24229.51,30538.3,33583.58,-2461.48,475.32,3964.31,7511.7,9656.5,11102.71,10220.44,12654.97,15636.47,-2999.62,-1864.15,2636.33,5659.71,7896.51,10989.63,11136.06,9611.55,17301.04,244489.29,113833.9,125951.95
A373220,LG에너지솔루션,코스피,IT 장비 및 소재,2차전지,361000,844740,844740,23400,20.2,81.8,0,0,5.36,0,0,0,2.59,0,0,-2.04,-5.87,-13.01,-9.52,19.34,9.73,4.34,-18.05,,,5.93,26.15,81.11,54.43,49.03,52.24,5.96,8.64,-0.67,1.41,19.46,28.2,-2.19,4.6,16.65,25.39,1.79,-1.87,4.14,9.53,-3.65,4.34,3.21,1.87,2.84,7.42,-1.79,-4.27,4.82,4.03,-1.52,1.48,1.47,-0.75,-14,-18.91,3.52,3.71,21.15,14.59,-188.28,89.56,320.76,-96.47,85.44,98.14,-144.12,58.62,37.96,1.26,6.96,3.54,4.29,4.12,3.95,14.41,16.66,291.77,186.77,-0.682043,0.997755,0.4949,-0.61,0.13,1.21,-64.53,49.61,-2651.75,50.82,-2716.28,-23.82,1,15682.3,75.64,105.76,125.34,-1.81,83.37,,0,0,0,0,0,102485,-1917,-3742,87699,25050,,0.5383,2.25557,-2.01635,1190.65,1048.94,1449.27,13.51,-17.84,0,0,0,0,527000,266000,68.5,35.71,69.08,16.28,-0.1946,0.0848,-0.1098,-0.8164,0.5919,-0.2245,-0.9702,0.4868,-0.4834,1.4023,2.0871,3.4893,4.9679,1.7377,6.7057,7.3511,-1.4841,5.867,-92.45,-111.15,27255,-40253,18,29,21,42,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,20261230,20251013,20251013,-12.28,-2.72,-77.45,1224.89,2.26,13.4,-106.87,1411.39,17.6,38.9,3.8,15.11,-137.9,1706.25,-174.54,124,-138.55,82.88,-102.67,56.87,17.7,49.01,18.34,1.51,1.51,27.39,,-49.56,1044.86,1.06,41.5,124.48,-0.32,-13.39,0.38,-10.91,84.5,74.32,119.74,39.08,0.36,1.17,0,1,0,1,0,0,1,1,0,4,43.51,-11.73,43.39,31.83,-24.08,-16.36,-19.37,2.22,-9.68,-17.13,11.62,-6.2,-2.89,-11.17,2.42,-217.72,-109.98,57.94,22.46,-160.86,-103.44,-783.92,-162.65,100.55,1431.15,92.98,-3302.91,86.22,101.68,16767.88,-228.54,-141.44,-3.19,61.25,-182.34,-59.37,-2780.04,-31309.48,36.95,85.63,128.22,-610.42,78.56,-104.09,183.1,,-11.73,,31.83,-24.08,-16.36,-19.37,2.22,-9.68,-17.13,11.62,-6.2,-2.89,-11.17,2.42,,-109.98,,22.46,-160.86,-103.44,-783.92,-162.65,100.55,1431.15,92.98,-3302.91,86.22,101.68,16767.77,,-141.44,,61.25,-182.34,-59.37,-2780.04,-31309.58,36.95,85.63,128.22,-610.42,78.56,-104.09,183.1,239814.38,39932.8,44419.38,2895.24,-4486.58,-5160.58,-72.1,15579.87,5860.61,4422.57,-8756.67,670103.78,372731.54,297372.24,205214.94,162161.7,78672.06,210569.84,247927.08,194689.61,171494.84,53237.92,55516.25,48832.07,498608.94,428546.42,14328.09,13514.66,35154.61,118972.95,121868.19,58616.23,-113833.32,51906.09,1164233.62,30668.03,-60356.72,-11169.92,14469.93,12644,178519.06,255986.09,337454.7,256195.85,7684.7,12137.19,14863.6,-9046.33,7925.19,7672.36,12371.8,-10187.41,,109395.76,144211.41,109485.41,,5186.83,6351.97,-3865.95,,3278.79,5287.09,-4353.59,82235.42,80013.24,61287.14,61618.66,68778.43,64511.62,62649.95,55654.08,56998.73,5156.62,881.43,-316.17,-2524.75,-177.15,-6028.26,-830.43,13.98,2358.13,3277.41,-235.99,-4.64,-4717.72,1331.56,-6796.61,-1457.4,-2974.46,2471.8,35143.34,34193.69,26191.09,26332.76,29392.49,27569.07,26773.48,23783.79,24358.43,2203.68,376.68,-135.12,-1078.95,-75.71,-2576.18,-354.88,5.97,1007.75,1400.6,-100.85,-1.98,-2016.12,569.04,-2904.53,-622.82,-1271.14,1056.32,56998.73,2358.13,2471.8
A207940,삼성바이오로직스,코스피,제약 및 바이오,바이오,1683000,779077,779077,4629,25.6,74.3,0,-34.96,0.18,-0.01,0,-34.96,0,0,0,-0.71,-0.53,1.75,13.33,13.33,6.97,22.43,42.41,40.08,,68.67,82.78,77,50.88,67.19,60.25,16.9,21.35,11,15.9,25.45,32.15,16.56,23.94,56.3,58.96,31.17,36.64,43.9,36.67,28.99,34.6,28.97,8.82,5.89,9.81,9.94,13.1,18.87,13.7,8.7,12.53,9.54,17.15,98.42,37.02,14.15,11.73,25.14,19.9,38.63,26.72,76.05,48.82,33.9,40.29,44.02,32,30.93,4.25,12.66,2.45,7.01,6.4,5.52,35.17,31.45,448.38,568.16,0.835775,0.267135,1.900443,0.7,0.4,3.16,8.62,25.86,70.59,29.02,79.21,0.26,68.1,6757.6,85.83,168.69,50.56,165.09,10.03,,0,0,0,0,0,118918,43568,34475,263106,47854,,0.30915,1.29538,0.34367,786.99,553.13,754.22,42.28,4.35,0,0,0,1,1861756,1371665,90.4,22.7,97.92,161.09,-0.1303,-0.0508,-0.1812,-0.284,-0.0769,-0.3609,-0.0661,-0.0946,-0.1607,0.2984,0.5938,0.8922,-0.3083,0.1444,-0.1638,1.1849,-0.8873,0.2977,-83.7,-77.99,274381,370492,79,97,29,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,20261230,20251028,20251028,25.79,57.23,31.11,88.14,25.17,56.44,30.46,87.2,14.11,28.63,43.93,79.9,18.94,53.92,20.19,55.31,31.79,88.89,32.42,89.84,-27.97,175.35,14.42,14.99,20.13,10.07,,19.1,70.89,12.79,68.41,15.75,41.85,-83.04,44.33,-77.99,70.86,207.19,80.08,197.97,0.3,0.45,1,1,1,1,1,1,1,1,1,9,190.01,26.13,91.41,23.1,23.08,14.81,17.04,37.11,11.5,39.86,2.61,5.84,3.33,-0.64,28.71,145.68,50.02,83.07,13.22,18.53,6.29,-6.94,119.92,9.46,115.27,-22.08,-3.81,49.45,-2.28,53.25,175.24,51.63,102.76,7.47,26.31,10.03,10.6,109.38,2.01,117.21,-16.83,21.56,16.82,-13.62,77.09,172.79,31.77,80.04,23.1,23.08,14.81,17.04,37.11,11.5,46.11,2.61,5.84,3.33,-0.64,34.46,131.09,56.73,72.2,13.22,18.53,6.29,-6.94,119.92,9.46,124.89,-22.08,-3.81,49.45,-2.28,60.1,158.9,58.41,90.73,7.47,26.31,10.03,10.6,109.38,2.01,126.92,-16.83,21.56,16.82,-13.62,85.01,55048.38,30994.12,10826.11,1737.56,20168,748.03,180.94,-603.86,20493.11,15958.93,15958.93,183373.04,61578.86,121794.18,121794.18,37713.11,12077.32,23865.76,12216.32,,63616.38,9221.28,10687.45,31248.3,119756.66,61743.37,53917.74,815.12,6713.35,14236.58,15974.14,22152.15,-20787.78,2396.68,831434.29,26881.35,7915.57,5261.35,9788.39,5273,15680.07,30012.95,36945.89,45473.22,5373.09,9836.27,11136.8,13200.52,3935.89,7980.56,8576.91,10833.16,34469.86,62061.13,76397.09,94030.04,11811.8,20339.56,23028.79,27296.19,8652.37,16502.3,17735.43,22400.93,10339.73,10735.09,9469.03,11569.04,11870.75,12564.39,12982.73,12899.05,16602.21,3185.31,3499.68,2212.99,4345.11,3385.78,3256.64,4866.89,4756,7288.48,2403.67,2906.84,1793.62,3179.92,2644.68,3214.94,3755.54,3243.86,5744.6,21380.63,22198.13,19580.17,23922.6,24546.48,25980.79,26845.83,26672.81,35864.91,6586.63,7236.67,4576.05,8984.86,7001.16,6734.11,10063.8,9834.5,15744.94,4970.33,6010.78,3708.86,6575.48,5468.71,6647.88,7765.74,6707.69,12409.76,16602.21,7288.48,5744.6
